Date,Time,Action,Description,Location,Agency,Service Type,Product,Amount,Balance
Mar-30-2025,08:22 AM,Usage,Pass Use On Exit,109 Street & 105 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-30-2025,08:09 AM,Usage,Pass Use On Entry,85 Street & 118 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-29-2025,08:40 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-29-2025,08:26 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-28-2025,09:21 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-28-2025,09:00 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-28-2025,01:50 PM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-28-2025,01:34 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-28-2025,12:18 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-28-2025,11:58 AM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-28-2025,08:49 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-28-2025,08:34 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-27-2025,10:37 PM,Sales,Pass Missing Tap Fare,,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,$0.00,
Mar-27-2025,08:49 PM,Usage,Pass Use On Entry,117 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-27-2025,06:16 PM,Usage,Pass Use On Exit,117 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-27-2025,06:07 PM,Usage,Pass Use On Entry,138 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-27-2025,04:23 PM,Usage,Pass Use On Exit,138 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-27-2025,04:14 PM,Usage,Pass Use On Entry,147 Street & 87 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-27-2025,10:33 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-27-2025,10:16 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-26-2025,05:46 PM,Sales,Pass Missing Tap Fare,,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,$0.00,
Mar-26-2025,03:58 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-26-2025,08:55 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-26-2025,08:35 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-26-2025,08:07 AM,Sales,Pass Issue,Admin Portal,Capital Region Partners,,U-Pass UofA Spring/Summer,$0.00,
Mar-25-2025,10:52 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-25-2025,10:33 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-24-2025,11:35 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-24-2025,11:18 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-24-2025,10:52 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-24-2025,10:34 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-23-2025,06:02 PM,Usage,Pass Use On Exit,84 Street & 118 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-23-2025,05:48 PM,Usage,Pass Use On Entry,109 Street & 104 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-23-2025,09:57 AM,Sales,Pass Missing Tap Fare,,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,$0.00,
Mar-23-2025,08:09 AM,Usage,Pass Use On Entry,85 Street & 118 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-22-2025,12:22 AM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-21-2025,11:58 PM,Usage,Pass Use On Entry,Corona Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-21-2025,01:48 PM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-21-2025,01:33 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-21-2025,01:35 AM,Sales,Pass Missing Tap Fare,,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,$0.00,
Mar-20-2025,11:47 PM,Usage,Pass Use On Entry,138 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-20-2025,09:41 PM,Usage,Pass Use On Exit,138 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-20-2025,09:35 PM,Usage,Pass Use On Entry,117 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-20-2025,06:51 PM,Usage,Pass Use On Exit,116 Street & 103 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-20-2025,06:28 PM,Usage,Pass Use On Entry,114 Street & 89 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-20-2025,10:52 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-20-2025,10:36 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-19-2025,06:50 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-19-2025,06:28 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-19-2025,09:01 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-19-2025,08:47 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-18-2025,09:38 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-18-2025,09:11 PM,Usage,Pass Use On Entry,Corona Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-18-2025,09:09 PM,Usage,Pass Use On Exit,109 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-18-2025,09:01 PM,Usage,Pass Use On Entry,137 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-18-2025,12:23 PM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-18-2025,12:03 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-17-2025,11:39 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-17-2025,10:36 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-17-2025,06:59 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-17-2025,06:44 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-17-2025,08:49 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-17-2025,08:34 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-16-2025,07:07 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-16-2025,06:28 PM,Usage,Pass Use On Entry,Churchill Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-16-2025,05:46 PM,Usage,Pass Use On Exit,Central Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-16-2025,05:26 PM,Usage,Pass Use On Entry,MacEwan Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-16-2025,08:21 AM,Usage,Pass Use On Exit,109 Street & 105 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-16-2025,08:09 AM,Usage,Pass Use On Entry,85 Street & 118 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-15-2025,09:23 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-15-2025,08:49 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-15-2025,12:09 PM,Usage,Pass Use On Exit,109 Street & 88 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-15-2025,11:53 AM,Usage,Pass Use On Entry,101 Street & 111 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-15-2025,11:42 AM,Usage,Pass Use On Exit,101 Street & 111 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-15-2025,11:38 AM,Usage,Pass Use On Entry,86 Street & 112 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-14-2025,08:55 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-14-2025,08:37 PM,Usage,Pass Use On Entry,117 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-14-2025,06:44 PM,Usage,Pass Use On Exit,117 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-14-2025,06:34 PM,Usage,Pass Use On Entry,101 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-14-2025,06:34 PM,Sales,Pass Missing Tap Fare,101 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,$0.00,
Mar-14-2025,06:03 PM,Usage,Pass Use On Entry,114 Street & 89 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-14-2025,08:49 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-14-2025,08:34 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-13-2025,07:50 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-13-2025,07:34 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-13-2025,11:54 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-13-2025,11:34 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-12-2025,09:35 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-12-2025,09:01 PM,Usage,Pass Use On Entry,South Campus Ft Edmonton Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-12-2025,06:37 PM,Sales,Pass Missing Tap Fare,,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,$0.00,
Mar-12-2025,04:49 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-12-2025,08:49 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-12-2025,08:30 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-11-2025,08:19 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-11-2025,07:56 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-11-2025,04:03 PM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-11-2025,03:56 PM,Usage,Pass Use On Entry,Government Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-11-2025,12:21 PM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-11-2025,12:02 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-10-2025,09:38 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-10-2025,09:11 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-10-2025,08:53 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-10-2025,08:34 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-09-2025,09:13 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-09-2025,08:53 PM,Usage,Pass Use On Entry,137 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-09-2025,04:11 PM,Usage,Pass Use On Exit,117 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-09-2025,04:05 PM,Usage,Pass Use On Entry,108 Street & Jasper Avenue Nearside,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-09-2025,10:15 AM,Sales,Pass Missing Tap Fare,,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,$0.00,
Mar-09-2025,08:27 AM,Usage,Pass Use On Entry,Kingsway RAH Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-09-2025,08:15 AM,Usage,Pass Use On Exit,Kingsway RAH Transit Centre Bay G,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-09-2025,08:10 AM,Usage,Pass Use On Entry,86 Street & 112 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-09-2025,12:54 AM,Sales,Pass Missing Tap Fare,,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,$0.00,
Mar-08-2025,11:06 PM,Usage,Pass Use On Entry,St Georges Crescent & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-08-2025,12:55 PM,Usage,Pass Use On Exit,Churchill Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-08-2025,12:37 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-07-2025,11:08 PM,Sales,Pass Missing Tap Fare,,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,$0.00,
Mar-07-2025,09:20 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-07-2025,08:47 PM,Usage,Pass Use On Exit,Century Park Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-07-2025,07:33 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-07-2025,04:58 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-07-2025,04:46 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-07-2025,08:50 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-07-2025,08:34 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-06-2025,09:04 PM,Usage,Pass Use On Exit,RSFS Default Location,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-06-2025,08:41 PM,Usage,Pass Use On Entry,Westmount Transit Centre Bay H,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-06-2025,04:08 PM,Usage,Pass Use On Exit,112 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-06-2025,03:45 PM,Usage,Pass Use On Entry,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-05-2025,08:53 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-05-2025,08:44 PM,Usage,Pass Use On Entry,Corona Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-05-2025,08:44 PM,Sales,Pass Missing Tap Fare,Corona Station,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,$0.00,
Mar-05-2025,08:33 PM,Usage,Pass Use On Entry,119 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-05-2025,08:32 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-05-2025,08:12 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-04-2025,08:19 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-04-2025,08:08 PM,Usage,Pass Use On Entry,Corona Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-04-2025,05:55 PM,Usage,Pass Use On Exit,Corona Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-04-2025,05:47 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-04-2025,12:20 PM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-04-2025,12:04 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-03-2025,09:25 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-03-2025,09:10 PM,Usage,Pass Use On Entry,117 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-03-2025,02:55 PM,Usage,Pass Use On Exit,135 Street & 107 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-03-2025,02:45 PM,Usage,Pass Use On Entry,114 Street & 89 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-03-2025,08:52 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-03-2025,08:29 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Mar-02-2025,09:44 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Mar-02-2025,09:23 PM,Usage,Pass Use On Entry,St Georges Crescent & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-28-2025,09:13 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-28-2025,08:59 PM,Usage,Pass Use On Entry,107 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-28-2025,08:59 PM,Sales,Pass Missing Tap Fare,107 Street & Jasper Avenue,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,$0.00,
Feb-28-2025,08:45 PM,Usage,Pass Use On Entry,Corona Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-28-2025,08:45 PM,Sales,Pass Missing Tap Fare,Corona Station,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,$0.00,
Feb-28-2025,08:39 PM,Usage,Pass Use On Entry,117 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-28-2025,06:14 PM,Usage,Pass Use On Exit,116 Street & 103 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-28-2025,06:12 PM,Usage,Pass Use On Entry,116 Street & 100 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-28-2025,08:49 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-28-2025,08:33 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-27-2025,10:25 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-27-2025,09:55 PM,Usage,Pass Use On Entry,142 Street & Buena Vista Road,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-27-2025,06:27 PM,Usage,Pass Use On Exit,149 Street & 84 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-27-2025,06:06 PM,Usage,Pass Use On Entry,Mill Woods Transit Centre Bay G,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-27-2025,05:21 PM,Sales,Pass Missing Tap Fare,,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,$0.00,
Feb-27-2025,03:33 PM,Usage,Pass Use On Entry,109 Street & 82 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-27-2025,10:32 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-27-2025,10:15 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-26-2025,08:21 PM,Usage,Pass Use On Exit,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-26-2025,08:02 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-26-2025,08:17 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-26-2025,08:02 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-25-2025,10:35 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-25-2025,10:15 PM,Usage,Pass Use On Entry,137 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-25-2025,11:59 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-25-2025,11:43 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-24-2025,09:25 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-24-2025,09:00 PM,Usage,Pass Use On Entry,137 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-24-2025,06:49 PM,Usage,Pass Use On Exit,116 Street & 103 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-24-2025,06:47 PM,Usage,Pass Use On Entry,116 Street & 100 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-24-2025,08:01 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-24-2025,07:46 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-23-2025,10:08 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-23-2025,09:48 PM,Usage,Pass Use On Entry,137 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-23-2025,06:26 PM,Usage,Pass Use On Exit,124 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-23-2025,06:18 PM,Usage,Pass Use On Entry,108 Street & Jasper Avenue Nearside,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-23-2025,06:05 PM,Usage,Pass Use On Exit,Corona Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-23-2025,05:56 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-22-2025,08:47 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-22-2025,08:21 PM,Usage,Pass Use On Entry,142 Street & 101A Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-22-2025,03:20 PM,Usage,Pass Use On Exit,138 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-22-2025,02:47 PM,Usage,Pass Use On Entry,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
Feb-21-2025,11:09 PM,Sales,Pass Missing Tap Fare,,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,$0.00,
Feb-21-2025,09:21 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-21-2025,09:08 PM,Usage,Pass Use On Exit,Corona Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-21-2025,08:28 PM,Usage,Pass Use On Entry,Corona Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-21-2025,12:48 PM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-21-2025,12:32 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Winter,,
Feb-21-2025,12:35 AM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Winter,,
