No.;Time;Comment;Scramble;Date;P.1
126;2:34.464;;Lw' Uw2 3Rw F Bw' B2 Uw2 3Uw Rw2 U2 3Uw' 3Fw2 U2 3Fw F D U 3Rw2 Bw' R' Dw' 3Uw' Lw Bw Uw Bw' Dw2 3Fw' Rw' D' Dw' F2 3Fw2 Bw2 3Uw' Rw Uw2 3Rw Dw Rw Uw' R' B' Dw2 Uw' Fw2 3Rw' Rw2 D2 3Fw' 3Rw' Dw' R2 F2 Bw' Rw2 Fw2 Rw 3Fw2 U2 B2 Uw2 B2 Bw' R 3Rw 3Uw Dw2 3Rw D2 R' B' 3Rw' F 3Fw 3Rw Lw Bw Lw2 L2;2024-08-09 22:50:47;2:34.464
127;2:32.713;;F' L2 3Fw2 Bw2 3Rw B2 L2 3Fw Bw' U' Lw2 Fw' D 3Rw U B' 3Fw F' Uw2 3Rw2 Lw B 3Rw2 L2 F U Lw' Bw B2 R' L Lw' B2 Fw2 Bw2 D2 Fw B2 3Uw2 R B D U2 F' 3Rw' U F2 3Rw2 Rw' Lw Bw2 B Uw' F Rw2 L' 3Uw' L2 Dw' Rw' R' D2 B 3Uw B2 3Uw' Uw Fw2 F Dw D' Uw' L2 D' B F2 Uw' D Bw 3Rw;2024-08-09 22:54:45;2:32.713
128;2:24.295;;3Fw B' 3Uw' 3Rw2 B2 Bw Fw U D2 B2 L' F B Rw2 B' Lw2 F Lw' B' 3Fw2 Dw2 3Uw L2 Lw' Dw2 Uw' B F' Uw 3Rw R2 3Uw2 U Rw L2 Bw U' R' Uw L2 D' Bw' U2 R F2 Uw' 3Rw Uw' 3Fw' D Fw 3Rw' R2 L' Dw2 3Uw 3Rw' 3Fw' U2 Dw' R' Dw R' F2 Bw Rw2 B2 Fw2 Lw2 3Fw2 L2 Bw2 Fw B Dw2 3Rw Rw' Lw L2 3Fw';2024-08-09 22:59:02;2:24.295
129;3:08.470;;Dw' B Rw Bw R2 F2 Bw U 3Rw' Dw' Bw Lw' B2 Bw' Fw' Dw2 3Uw2 L' Bw' 3Rw2 Rw' Fw' D Dw' Rw2 Fw2 R2 Rw2 3Fw 3Rw Bw' Rw U 3Fw B2 Dw2 U2 B2 F2 Bw2 D2 B2 R Bw2 Dw' B' F2 Lw2 Dw U2 3Rw2 U Dw2 3Fw2 Rw 3Fw Fw' U' Lw R D U' 3Rw' D' 3Rw' Fw' Uw 3Rw' B2 F' R' Bw R Bw B' L U' L' B Bw';2024-08-09 23:03:14;3:08.470
130;2:45.300;;B' 3Uw' Uw' 3Rw2 B' D Uw2 F Fw2 B 3Fw Rw2 Bw' B2 L' Rw2 Uw' D' U Rw' F' L 3Fw' B2 Uw2 3Fw2 3Uw2 Dw2 Uw Lw2 3Rw2 Rw' 3Uw2 U' Rw 3Uw' R2 Bw2 Lw' B2 Dw' B2 Bw' D' Lw2 Fw D2 Fw Rw2 F' Dw2 Fw Uw2 3Fw' D' R2 3Rw' L Lw' Uw D' Lw' 3Uw2 R2 3Fw 3Uw' 3Rw2 U2 Bw Uw2 3Uw' 3Rw2 R2 3Uw Dw2 Bw' L2 Dw' 3Fw' F2;2024-08-09 23:07:40;2:45.300
131;2:53.706;;D' B' R2 L B D2 R2 Lw' F Lw' L' D F2 U' Dw2 F2 D Lw Dw D' B' Lw' Fw2 D Lw' Bw' R' Rw' B 3Fw Dw' Rw' Bw L2 B Rw B' Dw' Uw R Lw2 3Uw' B' 3Fw Uw2 3Rw' L2 Lw2 Rw' D L2 R' D B' Fw Rw' Fw' R2 3Fw2 U 3Fw' D2 Fw' Uw' Bw Fw Rw' Lw B' Fw2 L Dw Fw L2 Lw Dw2 Fw' U B U2;2024-08-10 15:50:55;2:53.706
132;2:41.295;;Lw R2 Bw D2 Fw' R U D' 3Fw2 Dw2 Bw' 3Rw 3Uw2 Fw 3Fw F2 Uw' Rw F' Lw' F D L' 3Rw' Rw B2 Lw' R2 Rw F2 3Uw L' U2 Bw2 3Uw2 Lw2 Rw' 3Uw Dw' F' Bw2 3Uw' L2 U2 Bw2 Uw' B L' Fw2 Lw2 3Uw Rw F' 3Fw' L2 Rw' 3Fw2 U 3Uw' D2 3Fw R D2 U L2 Fw Uw2 Rw Dw F2 Bw' 3Fw2 L' 3Uw' Fw D' Dw' Uw2 Lw Bw;2024-08-10 15:54:54;2:41.295
133;2:47.166;;Bw' Rw' F' R2 Bw' R2 Uw 3Uw' 3Fw2 3Uw D2 Lw' R2 Rw' 3Uw2 L' R' 3Rw Fw2 Rw2 R' F 3Uw2 Lw' 3Fw R2 Bw Dw2 Uw' B' Uw Bw Dw' D' 3Uw Lw B2 Bw2 L' 3Fw2 3Rw' Dw' Lw' U2 Bw2 3Uw B' L Dw2 Fw Uw' D' F' R2 Dw2 Lw' 3Rw' D' 3Rw' F Fw' 3Rw' Bw2 Lw' L U2 3Rw2 Uw' F' 3Rw Fw2 3Fw 3Uw 3Rw L' D' F' 3Fw2 D Fw';2024-08-10 15:58:41;2:47.166
134;2:57.294;;Dw2 3Rw' L' B2 F Lw R2 F2 Fw 3Uw' Lw L Dw D2 U' B2 Fw2 D' U' R D L' B' Fw2 F' D' 3Fw' Bw2 Uw B' 3Rw2 F2 L D' Lw' F B2 U' D2 F' R2 F U' L Fw2 R2 D U' F' Fw' Lw' F2 Uw Lw Bw' Uw U' Bw B' R2 Uw 3Fw D2 Rw 3Rw' Bw' Dw Lw2 Dw' U R U2 Uw' R2 L 3Rw' U F2 D' Fw;2024-08-10 16:02:29;2:57.294
135;2:49.608;;Dw' D Lw2 Bw2 Uw' R' Fw Lw L' U Bw2 B 3Fw' R' Fw R' U' D2 Lw2 3Fw' Rw B2 3Uw' Lw2 R Dw U' Lw' 3Fw D R 3Uw2 3Fw' Bw 3Uw2 3Fw' Uw2 R' B2 3Fw' Uw 3Fw2 Fw D Uw B D2 L2 Rw2 3Rw' R' U B Uw' Bw Fw Lw2 3Rw Dw' L2 Fw' Dw L Bw2 3Fw F Fw R2 L' B' Lw' F 3Fw' Fw D' 3Fw Rw D Rw Fw2;2024-08-10 16:20:34;2:49.608
136;2:55.887;;B' D' Lw2 3Rw2 F' Uw B2 3Fw2 3Rw2 F' 3Uw2 L' F' Dw2 L 3Fw 3Rw B L 3Fw2 Fw U2 B2 Uw 3Fw2 3Rw' Bw D' R' Rw D' Lw B 3Rw2 Fw2 Uw' U2 3Rw Rw 3Uw' B Fw' U2 D B2 Dw' Lw' 3Rw Dw' Lw 3Rw B' Fw' Rw' D' Fw' R' Rw2 U' Fw' 3Fw' U 3Fw2 Rw2 Bw' B Dw B F 3Uw2 Bw Uw Dw F Rw F2 Dw' B' Rw' U';2024-08-10 16:24:11;2:55.887
137;3:19.659;;Lw2 L Dw Lw2 Fw D' Rw Lw' Bw Rw' Bw' 3Fw2 D R U2 3Uw' R D 3Rw 3Uw' Dw2 Rw2 D Fw2 3Rw2 Fw2 Bw2 R' Rw 3Rw 3Uw2 F2 3Rw R' D' 3Fw' R2 B' L2 B' Rw B2 L' Fw2 3Rw F2 L D 3Uw2 F2 3Uw' U' Rw Uw' Rw' R' Fw' 3Rw' Dw 3Fw2 U2 D 3Rw2 3Uw2 Dw' R B2 3Rw R Fw' L' F2 Lw2 F2 U' Uw' Fw' F 3Uw' Rw';2024-08-10 16:27:57;3:19.659
138;2:33.075;;U' R2 3Fw' R2 D' 3Uw 3Fw Bw' Dw U' Lw' L2 B Dw B F' Bw2 Rw2 3Uw2 R2 D F Uw2 Rw 3Uw2 Fw2 Uw F' Dw Lw' 3Rw' Fw' Uw 3Rw' Rw2 Dw2 B' Bw' Rw2 3Rw2 D' R Lw F2 Bw' D2 L2 D Dw2 Bw2 D R Rw2 Bw' R 3Fw2 D2 Rw D' 3Uw 3Rw F2 B 3Fw Rw' 3Fw2 Fw D B2 Uw Dw' Fw2 Dw2 Fw Uw U Lw R' B' Dw2;2024-08-10 16:36:53;2:33.075
139;3:03.246;;B' Lw D Lw B R2 B Uw2 Bw2 3Uw' L' 3Rw' Rw' Uw' L' D2 F2 Rw L Dw2 D2 R Rw' D' 3Fw' D2 Rw2 Uw2 F' 3Uw Dw Fw L2 Uw2 3Fw' R' L2 Fw' 3Uw' Bw' Dw2 Rw Fw U F 3Rw2 B Dw Lw D' 3Uw' Lw2 Rw2 Dw2 3Uw2 F2 B 3Rw' Uw' R2 3Fw 3Uw' Lw Fw' 3Fw2 Lw F2 3Rw' 3Uw2 L' Rw' R D2 Uw' B' 3Fw' U B Lw Rw';2024-08-10 16:40:14;3:03.246
140;2:41.855;;Dw' 3Uw L Dw' Lw' U Lw Uw2 R2 Rw2 3Uw 3Fw' Fw' F' Bw2 R2 L Uw2 U2 Lw' Bw2 Lw L' U' B' Fw Lw2 D R' Bw2 3Uw2 Uw 3Rw' Fw2 B Uw2 U2 R2 D2 3Rw' R' Dw2 Lw' Uw2 U' B' 3Rw D 3Fw2 R2 F' L2 Lw Dw Bw' B' 3Uw' Bw Uw2 U' Dw' B Uw' Rw2 Dw2 Lw2 Bw2 3Uw2 Fw' R U' D2 L F B2 Bw' Lw Fw' 3Fw' Bw2;2024-08-10 16:44:23;2:41.855
141;2:56.639;;F2 Uw Lw' B' 3Rw2 Rw D2 Fw 3Fw2 U' Fw Uw2 Dw U' R2 B U Dw' L' Rw2 3Rw' 3Uw Uw U' B F2 U 3Rw 3Uw2 Fw' D' R2 B 3Fw 3Rw 3Uw' Lw' Uw2 Dw 3Uw U' Bw Dw2 3Rw Bw' Dw' L' 3Rw2 Lw 3Uw L' 3Uw2 D2 Uw F' Dw' D2 U' Fw' Bw' Rw' L2 Lw2 Bw B' F' 3Rw R' Rw' Lw Fw 3Uw 3Fw2 Lw 3Uw' F2 U Bw' D' B2;2024-08-10 16:48:00;2:56.639
142;2:41.972;;3Uw Lw' F' Lw2 Rw' R' 3Uw' Uw2 D' 3Rw' 3Fw Bw 3Rw D2 Uw' Bw2 Fw' D2 3Rw2 3Fw2 Dw' R' Uw' Lw Bw2 3Fw2 3Uw B' Lw' 3Fw2 Dw' F' 3Fw' Bw' Rw2 Dw 3Rw2 3Fw 3Uw2 Dw' L U D Bw' D' 3Fw B' Bw' Uw' Fw2 F 3Fw2 3Rw Fw2 L2 Dw2 Bw 3Uw2 Dw' Rw' Bw2 Dw 3Uw2 L Lw2 F 3Rw Lw2 Uw D Bw2 3Rw' Uw2 R2 L2 3Fw' Rw2 B' 3Fw' U;2024-08-10 16:51:55;2:41.972
143;2:41.236;;R Uw Rw' Lw' 3Fw2 Dw L Uw2 F2 3Fw' 3Uw2 L2 Rw2 B L' 3Uw' Uw L' U2 Dw2 3Uw Rw F' 3Uw2 Rw 3Fw2 3Rw2 L2 Lw2 Fw U' Fw F' Bw' Lw2 D2 Fw2 F' R2 Bw2 B' 3Uw' Uw L2 Lw2 D L' Dw R U2 Bw U2 Dw Uw2 3Fw2 Bw L B F Uw' L2 Lw2 Uw 3Rw2 R Bw Dw 3Fw2 3Uw' L' D' Bw' L 3Uw' 3Fw2 3Rw2 Bw' Fw' F Rw;2024-08-10 16:55:38;2:41.236
144;2:48.140;;D 3Fw' D Lw B2 Uw2 U2 Lw2 Uw D2 R' Lw2 L' Bw' F2 Uw 3Fw B' R2 U2 B' F Lw2 U2 R Lw2 3Fw' 3Uw' Dw2 Fw' Uw' Dw' 3Rw L 3Fw Fw Lw2 R2 3Uw' R' Fw2 3Rw 3Fw 3Rw' Bw L2 Lw' 3Uw R' Dw' U2 D2 Uw' Fw2 D2 U Fw' F2 Dw' U' Bw Lw 3Uw Rw Uw2 D' R' 3Fw D' 3Rw' Uw' Rw' Bw2 F2 L B F U Dw2 3Rw2;2024-08-10 16:59:17;2:48.140
145;2:44.220;;Rw' U' Uw Rw2 L2 R 3Uw2 B2 L' Fw Uw' D2 Rw 3Uw Bw L2 U' R Uw 3Fw2 Rw Fw L' B L R' 3Fw' D' Lw2 Fw2 D 3Rw2 Lw R2 D' F' Lw' F' Rw Dw2 3Uw2 F2 Fw' 3Rw2 F' B2 D 3Fw2 3Rw2 Bw L' Fw' D2 Fw2 Bw Lw2 3Fw Uw 3Rw' U Uw 3Uw2 Fw' B' R2 F' B2 Uw Rw Lw2 3Uw' B Dw' 3Fw' R2 Rw U2 B 3Uw2 Bw;2024-08-10 18:09:54;2:44.220
146;3:15.342;;R2 Dw' Bw' L B2 L 3Fw2 B' 3Uw F' R L F Rw Bw' 3Uw Lw2 Uw2 D Dw2 3Uw B2 R2 F' B Lw' L2 F2 3Rw F R2 F' U' Rw L' Bw B' 3Fw' 3Rw2 L Fw' F' B Rw L Fw2 D R' D L2 U D' 3Rw' 3Fw F L2 3Fw L Rw2 R 3Rw' 3Fw' F' Bw L 3Rw' Fw2 Bw' F2 3Rw' B2 Dw' U Fw' Dw' 3Rw Uw2 F D2 B2;2024-08-11 09:02:17;3:15.342
147;3:10.854;;Lw2 L R2 3Fw2 F2 D L' Uw' Dw' 3Fw' Lw B 3Rw2 L' D' R2 3Fw 3Rw Bw B' Uw F' R2 Fw2 3Fw' Bw2 U' B Dw' D' Lw Bw B' Dw U Rw 3Fw' L Uw2 Fw' Lw Bw F Lw' Bw 3Uw' L Lw2 3Rw Dw2 3Uw' U Fw Bw F2 Lw' Uw' Dw2 U Fw' Uw2 Lw2 Rw' 3Fw Dw Uw2 Lw' Uw' L F Fw' 3Fw Bw2 L 3Uw L Uw Dw' R' Lw';2024-08-11 09:06:30;3:10.854
148;3:18.781;;Uw Bw2 R2 Lw' D2 U2 B 3Uw' Fw2 3Rw' D' Fw Bw' L' 3Fw Lw2 Bw L' U2 R 3Uw U' Rw' Lw2 3Fw2 Dw 3Uw2 3Fw' Bw Fw Rw' B2 Rw' 3Uw' Fw Bw2 D Uw' 3Fw Rw2 B' Fw2 L2 3Uw' R2 Rw2 3Fw' D U2 L Bw2 L2 Fw2 3Uw2 D L' Fw' Bw2 U D2 Dw' R Fw' R2 3Uw' 3Fw' B2 F2 Bw' 3Uw' Uw 3Rw2 F D L' U' Bw2 B2 3Uw Lw;2024-08-11 09:10:57;3:18.781
149;3:12.392;;Rw2 3Uw' L 3Rw' Uw' 3Rw2 B' 3Rw' 3Fw Fw' Dw' Lw' B Rw' Dw2 Bw Lw2 L2 Bw Lw' B D2 Fw2 3Uw2 B2 F' R L2 3Rw' 3Fw Fw2 L2 Lw' Rw2 U' 3Uw' Fw2 F2 3Rw' Uw2 B' U F2 D 3Fw' F' Lw2 3Uw2 3Rw' F Fw Bw Lw2 Fw' U' F Dw2 R2 L F2 L2 F' Uw 3Uw2 U' 3Fw F Dw Lw' F2 3Fw2 Rw2 F' Uw 3Fw F U 3Uw Fw' 3Fw;2024-08-11 09:15:28;3:12.392
150;3:06.874;;B2 R F' D' Uw' B' R2 L2 3Rw U Uw L' B2 Dw' B 3Rw2 Lw' Rw2 Fw 3Uw' 3Fw2 Rw L2 D2 R2 B' 3Fw L U B Dw' Bw' U2 Lw' L2 Bw2 3Rw U2 Rw F L Fw' 3Rw2 Dw' Bw' U' 3Rw 3Uw Rw' 3Rw2 B2 Fw' 3Rw2 3Fw' 3Uw2 Fw Bw2 3Rw 3Fw Fw' R Bw Fw 3Rw' 3Fw2 R2 U2 B' L Fw' Dw' R2 F2 U D Lw' R' Uw' 3Uw2 Fw2;2024-08-11 10:38:57;3:06.874
151;2:45.939;;3Fw' Fw' U' Uw2 Rw' R2 U Dw B' Uw2 Bw2 Dw' U' 3Uw2 Rw R' Fw Dw' L2 Rw' U B' Bw2 Dw2 3Fw2 Fw' Rw' L' F 3Fw2 Dw2 3Rw' 3Uw' Dw Lw B2 3Fw' F2 U 3Rw' Lw2 Fw' Uw' 3Fw Lw R F2 R 3Rw2 3Uw2 R2 Lw2 3Rw B2 D2 F Dw' L' 3Fw' R' Rw' Uw2 3Rw 3Uw2 Fw2 Bw Lw' B' Rw2 U D' 3Rw2 U2 Fw2 F' 3Uw' U' R' Lw Uw';2024-08-11 10:43:34;2:45.939
152;2:25.286;;L 3Rw2 B2 Rw2 L2 B L 3Fw' R2 Rw' L U' Dw' 3Uw' Rw2 Lw' Dw' 3Uw 3Fw2 Bw 3Uw' 3Fw' U Bw' Fw' U2 Rw Fw2 L F' 3Uw R Lw' Bw R2 L 3Fw2 B' L2 Rw B2 F' Dw2 U Rw U' 3Uw' Fw Bw Lw' Bw2 Rw2 L2 3Fw2 Bw R' Rw' F' U2 Dw 3Rw2 F Rw2 Dw Uw Rw2 Bw' Fw2 R' B2 Dw2 Rw F2 Uw' 3Uw Lw2 L2 Bw' Fw L;2024-08-11 10:47:18;2:25.286
153;2:20.949;;R' Fw' U2 Dw' Fw Uw2 3Uw2 3Rw Dw 3Fw2 Bw2 Fw' L' F 3Uw' Bw F2 R' U' 3Fw U2 Dw' F R' F U2 Lw' L2 U2 Dw' Fw' U' D2 3Rw B2 3Fw2 R2 F' Fw D2 Uw Rw' Lw D2 Fw' R' Uw' B' D' Lw2 Uw' L' U2 B' D2 U' F L2 Dw' L2 3Uw' Uw2 U2 Bw2 3Rw 3Uw Fw' 3Fw' F2 B' L2 3Fw 3Rw' D' 3Fw' B' R 3Rw' Rw2 D2;2024-08-11 12:58:24;2:20.949
154;2:28.319;;Rw U' R' 3Uw Lw2 3Uw Dw B2 Dw2 Fw Bw 3Uw U 3Fw' Rw Fw L Dw Fw Dw B' Uw' B R D F2 3Uw' Lw' Uw2 3Uw' Rw2 Bw 3Fw Rw2 B 3Rw' B2 U Rw' Lw2 3Uw2 Rw' Fw2 B Uw Rw D' L Uw Bw' B2 Rw B' F U2 Rw2 D' U B Dw 3Fw' U2 Rw2 L' Fw2 U Fw' U' Uw2 3Uw2 Rw Dw Uw R' L' B 3Uw' 3Fw Dw Uw;2024-08-11 13:02:20;2:28.319
155;2:37.274;;B' U' Fw' F' R2 F2 B2 3Rw' 3Fw 3Rw' F R Bw B' D' F L U' Rw2 Dw L2 B2 D' F2 Uw 3Fw' Lw L2 F Dw2 Lw' 3Uw Bw Lw B' Fw' Rw' 3Fw Rw2 F 3Uw2 3Rw L U' D' F D' F' Rw2 3Fw2 R' Fw Lw2 Rw' U' D2 R2 Uw' D' Dw' 3Rw2 B F' 3Uw B Bw2 R' U' B2 3Rw' D' Lw Uw F' Uw Fw' 3Rw L' F 3Rw2;2024-08-11 13:13:00;2:37.274
156;2:34.789;;Lw2 Rw2 3Uw Rw2 Dw2 D Uw L2 Rw B U' Uw' Rw2 U' 3Fw F2 Uw2 3Rw2 3Fw2 Fw Dw F 3Uw Rw U2 D' R' B2 R2 D Dw2 Rw L2 Fw2 L' D2 Lw2 Fw2 F Dw2 R' B' F2 Bw' Lw2 U2 Dw' L R' Dw2 3Fw Rw' Uw2 3Fw' Dw Lw' B' Bw D U' 3Rw2 D' L2 Lw 3Rw' R2 Bw2 R' D Dw' 3Fw B' F' L F Bw U' Uw' R2 Lw';2024-08-11 13:19:15;2:34.789
157;3:03.207;;3Rw 3Fw2 Rw2 Lw' L' 3Rw2 3Fw Dw' F2 Dw' 3Rw' R2 Rw Dw D2 Bw Uw' 3Uw' D2 B2 Uw 3Rw2 F 3Rw2 R2 L' B 3Uw B' D 3Uw' Dw2 3Rw B' L Fw 3Rw Lw' Bw 3Fw2 3Rw2 B' Uw U R Uw' U2 L' 3Uw R L' U2 B2 3Fw2 Fw2 Uw' B U2 3Uw R2 L2 B' Fw R Rw2 Lw L2 F2 3Fw R' Uw' U2 3Fw Dw2 Fw U2 R D' F' L;2024-08-11 17:26:43;3:03.207
158;2:56.756;;3Uw2 D L' B2 Rw' 3Fw2 Dw U' 3Fw2 3Uw' L' U2 Dw 3Fw' Dw' Uw2 3Fw' D' 3Rw U B' Bw2 F' Uw' R L B Bw 3Fw' Uw' L' B 3Rw' 3Uw2 Fw R2 3Rw2 U2 R' D2 Dw' 3Rw' Rw' Fw2 R2 Rw F Bw Rw2 F' 3Uw Rw' D2 Uw Rw' R' Bw L Dw D B U2 F' Dw' Rw' B Rw 3Fw' 3Rw Fw' Dw 3Fw' 3Rw R Dw2 3Uw' Bw R' D' R2;2024-08-11 17:40:12;2:56.756
159;2:41.421;;3Fw2 Fw D' B' Dw2 Uw' Fw2 Rw2 3Fw D' Lw Dw' L' F Lw Bw2 R 3Uw2 Dw Uw2 Fw' 3Uw' Dw' Lw' F' Fw' B Bw' Lw 3Rw' F 3Fw 3Rw2 D 3Rw B U2 Lw Uw2 Bw2 D2 3Fw' 3Rw U L2 Dw' Lw 3Fw2 Fw' Dw Lw2 L 3Rw' Uw' D2 Bw2 F' R' D' Dw' B' Fw Dw' U2 Bw 3Fw' Lw' Uw2 Lw' Uw 3Fw' R B Dw2 D2 B' 3Fw' F 3Rw' Lw';2024-08-11 17:44:20;2:41.421
160;2:39.881+;;D' L2 Bw' B' 3Fw U2 3Uw Rw Fw2 Lw2 B U Fw2 F2 Uw' 3Uw2 D' B' Rw 3Uw' Fw 3Rw' Bw2 Uw2 3Rw R2 3Fw D' Fw' 3Uw Dw2 Rw Lw' Bw L Lw B2 Lw' L2 Uw Fw' Rw L' 3Fw' F2 U' Bw2 3Uw Fw' 3Fw' 3Uw' Uw' 3Rw' U' Bw' Fw' L Bw2 Lw2 Fw' Bw2 Rw' U' Rw R Fw' B' 3Rw 3Fw' Bw2 Fw Lw Uw' 3Rw2 Rw2 R2 Lw2 Bw Fw' 3Rw;2024-08-11 17:48:10;2:37.881
161;2:48.876;;Fw2 B' U 3Uw2 Uw R' Uw' Lw B' D Lw D2 F R' B 3Fw' Fw' R2 Bw' Uw2 Dw2 Rw2 F R2 Uw 3Rw D2 Dw' 3Rw 3Uw 3Fw' Bw2 Dw 3Uw2 Bw B2 Uw' Dw2 Fw B Uw2 Rw2 3Rw2 B Dw U L' 3Rw Uw' Lw' Uw D2 Lw' B Fw' R 3Fw Dw2 B R2 Uw' U 3Rw2 B2 3Uw Lw' R' B2 Bw Dw B Lw2 3Uw' 3Rw2 3Fw2 Bw2 F' 3Rw Lw D2;2024-08-11 17:54:04;2:48.876
162;2:48.776;;R2 U2 3Rw2 D2 Bw2 Lw' 3Uw2 U Bw2 Fw 3Fw U D' Lw2 Fw' Lw2 Rw2 3Uw' R D' 3Fw2 U' Uw' 3Fw2 Bw' L2 Uw D Lw' L R B2 Uw Dw D2 Lw2 Fw2 3Rw 3Uw2 B D2 3Rw U2 R2 Uw' 3Fw' U2 3Rw' B F2 L2 Dw' Fw2 Dw2 F2 U2 3Fw' Lw' 3Rw U 3Fw' L 3Fw Rw2 3Fw' U' D' Dw Lw' L2 Dw B Lw2 3Uw Lw2 F' R2 Uw' 3Fw2 Bw';2024-08-11 18:42:09;2:48.776
163;2:46.272;;3Fw Bw Lw' Dw2 Fw2 Lw Rw2 F2 L2 Fw' Lw2 Bw L 3Fw U F Uw' Fw' Uw R2 Lw2 Rw' 3Uw Rw' Fw D2 L' 3Rw2 Uw2 3Rw L Dw' U2 D2 Fw2 U D2 L2 Uw F' 3Rw' B2 Dw 3Uw R' B' Rw2 Bw' Dw' Uw2 Lw U F U2 Rw' L B Lw 3Rw R2 Bw' R2 Dw2 B F 3Rw B2 Lw' D2 Fw' U Lw' Dw' Rw' D2 Fw 3Rw' Rw' Fw U';2024-08-11 18:47:41;2:46.272
164;2:58.574;;Uw B2 U Dw Bw Fw' 3Uw2 Uw' Lw L 3Rw' 3Uw Lw' B' D2 L2 3Fw2 U2 Dw2 F B' L Bw2 Dw' U' Lw2 3Fw2 U 3Fw2 Rw' Fw Dw2 Rw R U' D' B' F' D B' D' B' R2 Rw2 U 3Uw' Uw Rw 3Rw2 Uw2 3Uw' F' Dw' R' Uw' Lw Dw L Rw 3Fw2 F' Bw2 Lw2 Fw 3Uw F' Bw2 U2 Uw2 3Uw2 R 3Uw' B' Uw2 Lw' 3Uw' 3Fw F Fw R2;2024-08-12 11:49:03;2:58.574
165;2:47.873;;B U2 B2 R Bw B2 Fw' R Bw F2 3Fw' U2 R' Dw' Rw' Bw2 Rw F' Uw2 Lw2 3Uw D2 R2 Bw Fw' R' Fw2 3Rw2 L2 R' Uw B' U' B' 3Uw' L' Lw' 3Uw2 Bw2 U' 3Fw Bw' 3Uw2 3Fw' F' Rw' R U L' Rw' 3Fw' U L2 Uw2 Rw 3Rw2 3Fw2 F' U' D' Bw Lw Dw' 3Rw' 3Uw B' Uw2 F' 3Uw2 Lw' Rw Fw 3Uw' 3Fw R 3Uw2 D F' 3Uw2 Lw2;2024-08-12 11:53:07;2:47.873
166;2:52.358;;D2 Dw2 Rw' D2 3Rw Rw2 R B Lw Dw' U' Fw 3Uw Uw' 3Rw Bw' U' R2 Bw2 Dw D2 B L' Lw' Bw Dw' Rw2 L2 B Fw2 Rw 3Fw2 D 3Fw Bw2 L' U2 R Lw B2 F Lw D' 3Fw Uw U' Dw2 F2 U2 Fw' D2 F2 Uw' Bw2 3Fw2 Fw' Uw2 B 3Uw Fw2 U2 3Uw2 L2 Uw' L B' Rw2 L2 Bw 3Uw2 Rw Dw2 L D' F2 B D Rw' 3Uw2 R;2024-08-13 08:16:52;2:52.358
167;2:37.286;;B2 Fw2 Dw' R2 Uw2 Rw2 B' L' D F2 Dw2 U2 Uw2 F2 Bw' 3Rw2 R2 U' B' Uw U' Fw2 Dw' U' D R' 3Fw2 F2 Lw2 Uw 3Uw' Dw Fw2 U2 F 3Rw2 Bw2 Uw F 3Fw2 Lw2 F2 3Rw' R2 D Rw' 3Rw2 Dw 3Rw2 L2 Lw Dw' U2 L2 3Fw' Rw Lw Uw L' 3Rw2 B R Dw' Bw2 D2 F' R 3Fw2 D Uw' Dw' L' 3Rw Bw B 3Rw' B' D F2 Bw;2024-08-13 08:20:49;2:37.286
168;2:59.126;;3Rw' F2 3Rw' Fw' Uw' Rw2 U 3Rw2 U L D Rw 3Rw2 Dw2 3Fw Fw Bw2 R L Fw2 Uw R L' 3Fw' 3Uw' R F2 D R Bw Dw2 F2 Fw2 L2 D 3Rw' Lw D' 3Uw' Uw 3Rw' R Fw U2 3Uw' F2 R Dw 3Fw R Dw2 Rw' U' R2 3Fw' 3Uw' Bw F2 B' U' R' B' Lw B 3Fw2 F' Uw D' B' 3Rw2 Bw U 3Fw2 3Rw2 F Bw' 3Rw2 Rw2 F' Rw;2024-08-13 08:36:06;2:59.126
169;2:57.641;;3Rw' 3Fw2 Fw Rw2 L2 Lw B' 3Fw2 F' D' R2 F2 Fw' Bw2 Dw' F Dw Uw2 U R 3Fw F' Bw' 3Uw' Uw2 D2 Rw 3Rw2 Uw' Dw' Bw2 Uw 3Rw' R' F' U' 3Uw' Rw U B L2 Uw2 3Fw2 D' R2 L2 D Lw2 Bw2 B Rw2 3Rw L2 Uw' Fw' B2 Bw 3Rw' F' Dw' Uw 3Fw B2 L F' U D 3Uw L 3Uw' 3Fw' 3Rw' Fw Dw' Rw Bw' Uw2 Lw2 L Rw';2024-08-13 08:40:00;2:57.641
170;2:36.655;;U2 L' R2 Lw' Fw Bw' L Bw 3Uw2 F2 3Rw F2 R2 Lw2 Bw' B Rw' B Bw F R2 3Uw' Fw Bw U' D2 3Fw2 L' 3Uw' R B Bw' Rw2 Uw2 F Bw 3Rw2 R' Dw' 3Fw 3Uw B L 3Fw2 Dw Uw2 F' 3Rw' Bw2 Fw2 D' 3Rw' B' D2 B' R Uw2 3Rw' Rw' Lw' B' L' 3Uw2 Lw 3Rw Fw' Bw2 U' 3Rw' B2 Dw2 L' Dw B Rw2 R' F' Uw F Rw;2024-08-13 08:43:58;2:36.655
